instance,algorithm,movement_mode,scheme,selection_mode,state_update_mode,degenerate_cohesion,latent_amplitude,repair_feedback,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,acceptance_rate,binary_state_change_rate,global_improvements,runtime_seconds,python,numpy,role,scale,reference_type
scpb3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,88,80.0,0.0,True,0.967,503,20946,1.0,0.021035058430717863,10,18.464184166004998,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,0,10,6000,6000,65,82.0,2.5,True,0.9725,477,20902,0.9963272120200334,0.010517529215358931,11,16.45567983300134,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,1,10,6000,6000,488,83.0,3.75,True,0.946,813,21171,0.9787979966611018,0.018697829716193656,13,16.64354304200242,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,2,10,6000,6000,89,82.0,2.5,True,0.962,662,21285,0.9879799666110184,0.01318864774624374,8,16.5451033749996,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,3,10,6000,6000,99,81.0,1.25,True,0.9666666666666667,550,21175,0.9921535893155259,0.01302170283806344,6,17.597906666997005,3.13.15,2.5.1,development,medium,optimum
scpb3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,4,10,6000,6000,99,83.0,3.75,True,0.968,518,20952,0.9948247078464106,0.01302170283806344,9,17.9038185419995,3.13.15,2.5.1,development,medium,optimum
scpc3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,4788,271.0,11.522633744855968,True,0.7853333333333333,1945,196741,1.0,0.3303839732888147,42,35.747116541999276,3.13.15,2.5.1,development,large,optimum
scpc3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,2433,264.0,8.641975308641975,True,0.785,1923,196982,1.0,0.3065108514190317,49,35.89596475000144,3.13.15,2.5.1,development,large,optimum
scpc3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,3734,265.0,9.053497942386832,True,0.7878333333333334,1845,198065,1.0,0.31385642737896496,47,34.86271137499716,3.13.15,2.5.1,development,large,optimum
scpc3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,2535,265.0,9.053497942386832,True,0.7858333333333334,1900,195637,1.0,0.32136894824707846,57,34.7966247919976,3.13.15,2.5.1,development,large,optimum
scpc3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,2975,273.0,12.345679012345679,True,0.7885,1879,197456,1.0,0.3262103505843072,40,34.61199591700279,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,1960,259.0,6.584362139917696,True,0.9361666666666667,1253,28137,1.0,0.04791318864774624,15,33.32680658300524,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,123,254.0,4.526748971193416,True,0.9468333333333333,1220,27808,1.0,0.027545909849749584,15,33.486432584002614,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,150,252.0,3.7037037037037037,True,0.9263333333333333,1256,28235,1.0,0.05325542570951586,14,34.39981829199678,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,2904,256.0,5.349794238683128,True,0.9455,1325,28154,1.0,0.03171953255425709,17,34.7455801670003,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,529,257.0,5.761316872427984,True,0.9505,1076,28124,1.0,0.025542570951585977,17,34.7926705830032,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,0,10,6000,6000,723,258.0,6.172839506172839,True,0.9485,1290,28166,0.991652754590985,0.021368948247078464,22,31.723670084000332,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,1,10,6000,6000,917,254.0,4.526748971193416,True,0.9435,1272,27890,0.9869782971619365,0.022203672787979967,19,31.743598249995557,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,2,10,6000,6000,178,249.0,2.4691358024691357,True,0.9503333333333334,1204,28234,0.9919866444073456,0.018697829716193656,16,31.879974124996806,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,3,10,6000,6000,1288,264.0,8.641975308641975,True,0.9425,1559,28313,0.9908180300500835,0.022537562604340568,23,32.10279308399913,3.13.15,2.5.1,development,large,optimum
scpc3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,4,10,6000,6000,154,256.0,5.349794238683128,True,0.9515,1066,28104,0.993322203672788,0.01669449081803005,16,32.0667140000005,3.13.15,2.5.1,development,large,optimum
